"DateTime","Avian influenza[en]","Centers for Disease Control and Prevention[en]","Common cold[en]","Fever[en]","Influenza[en]","Main Page[en]","Pandemic[en]","West Nile virus[en]"
"2011-10-31 00:00:00",631,1873,4058,4713,5805,557593,2475,844
"2011-11-01 00:00:00",595,1623,3905,4891,5624,322706,2592,763
"2011-11-02 00:00:00",630,1722,4275,5115,6376,514845,2489,875
"2011-11-03 00:00:00",624,1604,4102,4883,6357,463607,2306,970
"2011-11-04 00:00:00",523,1362,3740,4217,4947,659613,1903,884
"2011-11-05 00:00:00",339,1046,2801,3497,4124,409141,1468,462
"2011-11-06 00:00:00",457,1164,3274,3840,5249,303175,1901,547
"2011-11-07 00:00:00",609,1601,4270,4766,7025,463820,2544,825
"2011-11-08 00:00:00",559,1485,4433,4999,6738,1026133,2590,836
"2011-11-09 00:00:00",594,1333,4196,5137,6761,596157,2239,903
"2011-11-10 00:00:00",568,1337,4128,4758,6404,759200,2239,739
"2011-11-11 00:00:00",465,1109,3446,4086,5203,264557,1745,662
"2011-11-12 00:00:00",320,1014,2849,3280,4097,1156498,1294,420
"2011-11-13 00:00:00",456,1282,3170,3974,4603,369261,1771,544
"2011-11-14 00:00:00",566,1711,6676,5248,6853,321054,2591,846
"2011-11-15 00:00:00",611,1352,4542,5451,6620,772766,2207,932
"2011-11-16 00:00:00",640,1453,4114,5323,6048,749037,2215,903
"2011-11-17 00:00:00",668,1329,4194,4847,6564,664979,2137,864
"2011-11-18 00:00:00",466,1225,3669,4052,5398,252388,1736,644
"2011-11-19 00:00:00",419,869,2948,3313,3088,729717,1308,436
"2011-11-20 00:00:00",522,996,3269,3855,3633,534580,1670,478
"2011-11-21 00:00:00",793,1580,4169,4652,5412,598901,2250,821
"2011-11-22 00:00:00",884,1455,4268,4857,5299,430448,2048,691
"2011-11-23 00:00:00",534,1149,4005,4173,4769,848598,1770,613
"2011-11-24 00:00:00",492,902,3285,3811,4005,422937,1452,450
"2011-11-25 00:00:00",417,842,3013,3370,3159,317470,1347,400
"2011-11-26 00:00:00",393,1023,3022,3159,3064,755993,1307,367
"2011-11-27 00:00:00",433,1052,3494,3746,4051,622479,1552,516
"2011-11-28 00:00:00",685,1607,4581,4890,6280,259856,2201,813
"2011-11-29 00:00:00",958,1716,5576,4888,5795,125401,2292,854
"2011-11-30 00:00:00",930,1473,4757,4629,5651,706251,2390,783
"2011-12-01 00:00:00",710,1472,4761,4482,5654,138340,2639,741
"2011-12-02 00:00:00",606,1215,3912,3885,4596,118652,1893,640
"2011-12-03 00:00:00",455,933,3081,3581,3100,781007,1500,467
"2011-12-04 00:00:00",592,1009,3428,3889,3992,572435,1779,532
"2011-12-05 00:00:00",588,1411,4273,4774,5680,115498,2324,854
"2011-12-06 00:00:00",689,1412,4644,5071,5946,127259,2281,849
"2011-12-07 00:00:00",566,1458,4496,4655,5534,392216,2285,858
"2011-12-08 00:00:00",509,1332,4127,4394,4971,564021,2561,846
"2011-12-09 00:00:00",524,1281,3695,4828,4411,416490,2223,616
"2011-12-10 00:00:00",386,747,3094,3531,3168,331198,1454,393
"2011-12-11 00:00:00",396,946,3278,4144,3574,569546,1513,479
"2011-12-12 00:00:00",610,1426,4383,4783,5330,472087,2311,822
"2011-12-13 00:00:00",655,1410,4675,4970,5350,706904,2364,775
"2011-12-14 00:00:00",585,1237,4486,4609,5404,747944,2255,783
"2011-12-15 00:00:00",530,1230,3970,4238,4823,165069,2062,715
"2011-12-16 00:00:00",521,987,3671,3708,3942,608266,1663,537
"2011-12-17 00:00:00",374,809,3037,3163,2845,311044,1177,360
"2011-12-18 00:00:00",383,804,3256,3229,3118,222862,1354,349
"2011-12-19 00:00:00",497,1068,4274,4517,4050,378226,1624,579
"2011-12-20 00:00:00",581,963,4035,3983,4342,668454,1577,466
"2011-12-21 00:00:00",1612,948,4223,3982,4190,541512,1825,474
"2011-12-22 00:00:00",930,947,3950,3603,3553,400209,1421,372
"2011-12-23 00:00:00",34,30,208,194,167,49991,81,31
"2011-12-24 00:00:00",0,0,0,0,0,0,0,0
"2011-12-25 00:00:00",0,0,0,0,0,0,0,0
"2011-12-26 00:00:00",112,239,1391,1247,1186,171295,392,152
"2011-12-27 00:00:00",463,818,4282,3966,3890,734692,1152,302
"2011-12-28 00:00:00",486,791,4724,4233,3874,394290,1320,411
"2011-12-29 00:00:00",385,745,4650,4140,3744,413935,1198,393
"2011-12-30 00:00:00",424,777,4334,3844,3707,279725,1228,335
"2011-12-31 00:00:00",1144,893,3378,3387,3161,456972,1068,301
"2012-01-01 00:00:00",721,750,3054,3166,2809,680613,1174,257
"2012-01-02 00:00:00",678,883,4077,4169,3924,527088,1412,428
"2012-01-03 00:00:00",1019,1079,4993,4883,5673,550891,1667,539
"2012-01-04 00:00:00",837,1154,5228,4938,5236,238366,1943,612
"2012-01-05 00:00:00",653,1246,5078,4963,5697,732267,1978,587
"2012-01-06 00:00:00",671,1011,4303,4502,4859,440538,1710,553
"2012-01-07 00:00:00",466,938,3433,3830,3558,535380,1572,407
"2012-01-08 00:00:00",591,1101,3751,3924,4112,221135,1735,435
"2012-01-09 00:00:00",731,1264,4589,5061,5709,433924,2157,585
"2012-01-10 00:00:00",834,1210,4434,5029,6156,528656,2097,694
"2012-01-11 00:00:00",777,1173,4526,4869,6166,464548,2273,679
"2012-01-12 00:00:00",774,1222,4129,5021,6102,608958,2008,736
"2012-01-13 00:00:00",704,1079,3743,4149,5002,458351,1746,586
"2012-01-14 00:00:00",474,1310,3125,3635,3409,454127,1330,391
"2012-01-15 00:00:00",556,1073,3214,3925,4058,481841,1569,438
"2012-01-16 00:00:00",599,1197,4195,4645,5472,694608,2041,537
"2012-01-17 00:00:00",698,1268,4382,5084,6223,170858,2163,645
"2012-01-18 00:00:00",563,857,4152,5097,6089,62,1884,604
"2012-01-19 00:00:00",609,1086,4309,4787,5788,458075,1940,708
"2012-01-20 00:00:00",710,1002,4204,4337,5112,282165,1825,591
"2012-01-21 00:00:00",618,851,3173,3644,3677,416279,1446,431
"2012-01-22 00:00:00",758,947,3333,4077,4180,411951,1705,496
"2012-01-23 00:00:00",877,1295,4203,5016,5744,352432,2102,689
"2012-01-24 00:00:00",827,1178,4133,4924,6110,182953,2163,724
"2012-01-25 00:00:00",727,1278,4234,4979,6072,38,1945,1310
"2012-01-26 00:00:00",755,1385,4270,4780,6344,528100,1976,600
"2012-01-27 00:00:00",730,1008,3800,4454,5186,329702,1735,542
"2012-01-28 00:00:00",492,845,2871,3718,3533,815016,1383,386
"2012-01-29 00:00:00",525,1003,3250,4135,4264,325181,1624,457
"2012-01-30 00:00:00",747,1330,4326,5281,6207,148127,2204,790
"2012-01-31 00:00:00",696,1241,4346,5167,6503,402984,2117,713
"2012-02-01 00:00:00",875,1335,4119,5112,6590,516691,2236,695
"2012-02-02 00:00:00",741,1188,4052,5944,6448,132051,2029,749
"2012-02-03 00:00:00",698,1130,3637,4563,5188,711256,2006,681
"2012-02-04 00:00:00",571,865,3061,3916,3626,737806,1562,426
"2012-02-05 00:00:00",588,1040,3463,4377,4183,865718,1797,473
"2012-02-06 00:00:00",736,1156,4249,5309,5989,292782,2055,703
"2012-02-07 00:00:00",733,1280,4363,5531,6409,124327,2236,727
"2012-02-08 00:00:00",747,1360,4625,5565,6741,704779,2087,696
"2012-02-09 00:00:00",733,1246,4466,5262,6797,489112,1996,925
"2012-02-10 00:00:00",565,1002,3807,4543,5564,1522072,1838,878
"2012-02-11 00:00:00",485,986,3122,4174,3943,1107428,1407,488
"2012-02-12 00:00:00",542,1471,3496,4364,4371,622445,1649,526
"2012-02-13 00:00:00",616,1529,4471,5479,5696,727378,2340,643
"2012-02-14 00:00:00",495,1349,4155,5324,4950,1324161,2028,691
"2012-02-15 00:00:00",538,1182,4238,5379,5533,58,2091,707
"2012-02-16 00:00:00",459,1249,4132,5292,4850,546684,2022,691
"2012-02-17 00:00:00",635,1097,3861,5987,5253,623486,1939,660
"2012-02-18 00:00:00",541,1535,3129,4383,4351,1089986,1476,438
"2012-02-19 00:00:00",643,1289,3426,4498,4830,859717,1538,393
"2012-02-20 00:00:00",721,1420,4265,5483,6629,1210211,2180,612
"2012-02-21 00:00:00",634,1368,4614,5978,6550,921183,2302,842
"2012-02-22 00:00:00",607,1364,4534,5814,6597,720958,2545,753
"2012-02-23 00:00:00",698,1298,4128,5720,6559,1484172,2219,766
"2012-02-24 00:00:00",518,1214,3787,4991,5135,1578641,1817,655
"2012-02-25 00:00:00",583,946,3107,4366,4399,1785764,1522,467
"2012-02-26 00:00:00",598,1004,3312,4663,4878,1669492,1727,519
"2012-02-27 00:00:00",590,1345,3990,5885,6684,54,2171,764
"2012-02-28 00:00:00",515,1427,4140,6023,5807,923105,2318,755
"2012-02-29 00:00:00",642,1526,4355,5588,6851,290426,2277,823
"2012-03-01 00:00:00",634,1274,3624,5431,6875,291678,2195,665
"2012-03-02 00:00:00",594,1206,3393,4819,5904,1539468,4493,727
"2012-03-03 00:00:00",415,907,2865,4163,4250,814451,1974,409
"2012-03-04 00:00:00",617,1034,3095,4638,4949,1501913,2143,643
"2012-03-05 00:00:00",906,1404,3706,5667,6383,576348,2421,853
"2012-03-06 00:00:00",788,1421,4044,5826,6527,1333745,2304,827
"2012-03-07 00:00:00",741,1285,3866,5764,7040,275021,2540,765
"2012-03-08 00:00:00",576,1233,3142,5627,6735,999894,2138,774
"2012-03-09 00:00:00",368,1153,2453,5176,5754,1858811,1884,605
"2012-03-10 00:00:00",357,782,2555,4203,4055,1069966,1408,420
"2012-03-11 00:00:00",567,851,2831,4549,4356,1228053,1337,446
"2012-03-12 00:00:00",734,1326,3579,5193,5769,1129285,1949,689
"2012-03-13 00:00:00",687,1281,3379,5774,6190,1122659,1949,719
"2012-03-14 00:00:00",641,1264,3069,4921,5936,828252,1948,686
"2012-03-15 00:00:00",514,1291,2933,4002,5526,344627,1860,755
"2012-03-16 00:00:00",537,1075,2535,3618,4768,635089,1718,582
"2012-03-17 00:00:00",422,863,2002,2962,3084,2059154,1327,382
"2012-03-18 00:00:00",487,992,2183,3260,3360,2234039,1754,466
"2012-03-19 00:00:00",669,1788,2872,4169,5141,876194,2078,719
"2012-03-20 00:00:00",612,1628,2981,4697,5713,907209,2052,809
"2012-03-21 00:00:00",608,1387,2748,3850,5006,1449857,1955,729
"2012-03-22 00:00:00",531,1240,2597,4072,4834,885900,1918,742
"2012-03-23 00:00:00",464,1034,2296,3194,4093,1444027,1502,647
"2012-03-24 00:00:00",367,970,1732,2590,2464,1310831,1230,392
"2012-03-25 00:00:00",406,1047,2053,3030,3352,980451,1443,486
"2012-03-26 00:00:00",618,1422,2778,3962,5239,998381,1813,808
"2012-03-27 00:00:00",683,1365,2845,3934,4792,916093,1894,750
"2012-03-28 00:00:00",622,1347,2698,3844,4900,634353,2344,731
"2012-03-29 00:00:00",707,1207,2514,3500,4710,1275745,1987,765
"2012-03-30 00:00:00",522,1113,2281,5450,3700,1576405,1611,578
"2012-03-31 00:00:00",433,803,1790,7917,2614,1168708,1165,387
"2012-04-01 00:00:00",522,955,2057,2907,2967,578635,1297,539
"2012-04-02 00:00:00",656,1213,2649,3727,4532,1374442,1837,841
"2012-04-03 00:00:00",694,1354,2528,3581,4539,662879,1665,726
"2012-04-04 00:00:00",551,1309,2628,3580,4157,2320070,1614,846
"2012-04-05 00:00:00",445,1237,2215,2901,3758,1142619,1784,575
"2012-04-06 00:00:00",416,994,1901,2480,2901,2461870,1289,409
"2012-04-07 00:00:00",339,878,1675,2389,2509,3442073,1086,379
"2012-04-08 00:00:00",369,937,2002,2680,2736,1180146,1052,379
"2012-04-09 00:00:00",495,1261,2302,3510,4108,1026925,1589,694
"2012-04-10 00:00:00",558,1310,2580,3746,4515,1399934,1775,731
"2012-04-11 00:00:00",597,1180,2641,3716,4494,1005486,1802,865
"2012-04-12 00:00:00",475,1136,2548,3588,3861,278655,1745,826
"2012-04-13 00:00:00",461,1044,2309,3012,3660,842752,1492,712
"2012-04-14 00:00:00",319,834,1769,2732,2715,1119481,1131,482
"2012-04-15 00:00:00",429,960,1945,2975,3062,1283254,1463,613
"2012-04-16 00:00:00",479,1303,2625,3856,4332,571466,1940,913
"2012-04-17 00:00:00",577,1406,2709,3987,5129,612749,1828,874
"2012-04-18 00:00:00",553,1360,2701,4331,4858,1007661,1855,881
"2012-04-19 00:00:00",540,1116,2447,4260,4257,1683036,1736,859
"2012-04-20 00:00:00",491,1257,2085,3753,3676,1448566,1487,884
"2012-04-21 00:00:00",393,929,1666,3095,2776,1127654,1156,514
"2012-04-22 00:00:00",445,1033,1926,3578,3230,1396800,1402,618
"2012-04-23 00:00:00",590,1365,2823,4492,4543,922379,1869,1029
"2012-04-24 00:00:00",612,1378,2901,4411,4925,1280130,1886,1041
"2012-04-25 00:00:00",638,1281,2896,4372,4925,1510275,1783,1170
"2012-04-26 00:00:00",650,1255,2848,4237,4691,1545457,1746,1061
"2012-04-27 00:00:00",518,1149,2563,3661,3881,959244,1458,943
"2012-04-28 00:00:00",345,859,1974,3121,2901,1461979,1131,526
"2012-04-29 00:00:00",432,974,2224,3386,3268,909297,1366,719
"2012-04-30 00:00:00",548,1167,3015,4293,4265,686645,1900,973
"2012-05-01 00:00:00",553,1302,2978,4343,4910,2011149,2027,1000
"2012-05-02 00:00:00",663,1324,3090,4451,4900,876652,2158,1100
"2012-05-03 00:00:00",697,1249,3008,4135,4855,1495038,2329,988
"2012-05-04 00:00:00",577,1161,2539,3648,3652,623878,1654,815
"2012-05-05 00:00:00",377,777,1847,3244,2725,2015614,1228,604
"2012-05-06 00:00:00",516,924,2328,3455,3319,638230,1560,607
"2012-05-07 00:00:00",570,1206,3010,4386,4799,1197406,2125,1056
"2012-05-08 00:00:00",659,1160,3250,4574,4890,656110,2188,1223
"2012-05-09 00:00:00",591,1264,3056,4226,4664,624578,2022,1012
"2012-05-10 00:00:00",577,1133,2855,3882,4654,1887265,2128,961
"2012-05-11 00:00:00",482,847,2553,3505,3748,1333160,1735,883
"2012-05-12 00:00:00",437,726,2020,2857,2545,1613119,1279,579
"2012-05-13 00:00:00",553,837,2198,3357,2862,1816499,1379,604
"2012-05-14 00:00:00",626,1284,3070,4166,4567,306072,1855,1016
"2012-05-15 00:00:00",608,1198,3108,4194,4376,2206594,1772,1035
"2012-05-16 00:00:00",502,1156,2996,3953,4382,931179,1746,1034
"2012-05-17 00:00:00",565,1161,2883,4977,4301,2061065,1944,1027
"2012-05-18 00:00:00",481,924,2508,3457,3496,1816552,1446,860
"2012-05-19 00:00:00",374,821,1870,2855,2366,2361573,1327,595
"2012-05-20 00:00:00",372,835,2170,3209,2926,1770130,1504,700
"2012-05-21 00:00:00",555,1194,2862,4096,4116,2137605,1765,1040
"2012-05-22 00:00:00",550,1196,2945,4048,4402,1564975,1761,1050
"2012-05-23 00:00:00",518,1266,2749,3950,4418,2459115,1814,1364
"2012-05-24 00:00:00",465,1045,2732,4176,4271,985831,1922,1244
"2012-05-25 00:00:00",381,928,2184,3678,3681,632280,1508,1085
"2012-05-26 00:00:00",296,710,1830,3452,2524,1796954,1050,787
"2012-05-27 00:00:00",357,809,1839,3784,2652,1690776,1266,777
"2012-05-28 00:00:00",558,967,2340,4587,3571,1435778,1664,1013
"2012-05-29 00:00:00",549,1206,2649,4931,4118,1146474,1927,1299
"2012-05-30 00:00:00",508,1244,2677,4866,3872,286485,3678,1377
"2012-05-31 00:00:00",549,1540,2560,4904,3840,2432218,2168,1311
"2012-06-01 00:00:00",400,1176,2234,4183,3005,1727224,1654,1175
"2012-06-02 00:00:00",370,1024,1858,3476,2446,2873826,1314,868
"2012-06-03 00:00:00",403,1010,2154,3967,2832,2245751,1444,832
"2012-06-04 00:00:00",535,1396,2672,4188,3892,1211016,1831,1236
"2012-06-05 00:00:00",494,1323,2831,4932,4127,2136277,2099,1238
"2012-06-06 00:00:00",496,1294,2578,4579,3939,2323447,1908,1651
"2012-06-07 00:00:00",494,1276,3326,4567,3546,1296213,1866,1316
"2012-06-08 00:00:00",361,1140,2103,4004,2973,2399553,1685,1043
"2012-06-09 00:00:00",328,781,1886,3437,2444,1714991,1303,840
"2012-06-10 00:00:00",394,754,1948,3824,3015,1845857,1421,816
"2012-06-11 00:00:00",492,1188,2563,4626,3598,1906427,1890,1236
"2012-06-12 00:00:00",501,1140,2437,4644,3964,1252266,1832,1244
"2012-06-13 00:00:00",451,1043,2520,4500,3756,2096811,1697,1530
"2012-06-14 00:00:00",470,1120,2558,4538,3632,2464823,1744,1301
"2012-06-15 00:00:00",491,966,2211,4193,2999,2127149,1640,1251
"2012-06-16 00:00:00",373,700,1944,3582,2497,2043469,1389,988
"2012-06-17 00:00:00",421,772,2079,3898,2631,2649569,1304,980
"2012-06-18 00:00:00",468,1063,2512,4857,3746,1843271,1956,1332
"2012-06-19 00:00:00",534,1052,2685,4906,3671,1785813,1868,1398
"2012-06-20 00:00:00",541,1054,2443,4567,3577,1302197,1670,1734
"2012-06-21 00:00:00",582,1106,2400,4458,3571,604092,1660,1784
"2012-06-22 00:00:00",638,1413,1904,3821,3812,386,1960,1585
"2012-06-23 00:00:00",386,934,1852,3677,2638,25,1237,1065
"2012-06-24 00:00:00",394,904,2088,3893,2640,28,1324,1063
"2012-06-25 00:00:00",1087,1150,2603,4830,3453,32,1611,1455
"2012-06-26 00:00:00",1392,1103,2767,4869,3696,27,7623,1711
"2012-06-27 00:00:00",564,1060,2422,4667,3656,30,1509,1868
"2012-06-28 00:00:00",470,991,2147,4672,3384,25,1463,1774
"2012-06-29 00:00:00",383,891,1568,4082,2705,858529,1337,2191
"2012-06-30 00:00:00",315,643,1605,3681,2147,1737058,1064,1310
"2012-07-01 00:00:00",342,752,1885,3645,2518,1828786,1020,1404
"2012-07-02 00:00:00",476,926,2434,4549,3289,713833,1326,1734
"2012-07-03 00:00:00",597,950,2531,4647,3237,1595508,1337,2654
"2012-07-04 00:00:00",514,768,2366,4308,3143,2757498,1201,2927
"2012-07-05 00:00:00",500,864,2355,4443,3071,1161844,1323,2259
"2012-07-06 00:00:00",513,880,2109,4375,3093,3057396,1426,2217
"2012-07-07 00:00:00",406,1120,1795,4010,2210,3786604,1097,1922
"2012-07-08 00:00:00",403,1035,2122,4023,2572,2679151,1157,1460
"2012-07-09 00:00:00",506,1271,2410,4896,3365,924553,1395,2020
"2012-07-10 00:00:00",459,1115,2519,4838,3297,1427753,1542,2361
"2012-07-11 00:00:00",530,1120,2618,4721,4083,1277270,1599,2513
"2012-07-12 00:00:00",502,1059,2446,4553,4204,2193380,1436,2222
"2012-07-13 00:00:00",430,814,2058,3666,2813,1208696,1195,2334
"2012-07-14 00:00:00",327,758,1758,3750,2269,2431091,1399,1711
"2012-07-15 00:00:00",384,796,1958,4154,2595,2177942,1237,1580
"2012-07-16 00:00:00",502,1037,2724,4652,14768,2257110,2726,2354
"2012-07-17 00:00:00",559,996,2682,4437,3397,1563279,1629,2766
"2012-07-18 00:00:00",494,1015,2564,6139,3327,957261,1952,2617
"2012-07-19 00:00:00",453,930,2370,4421,3297,2241578,1663,2729
"2012-07-20 00:00:00",375,909,1993,3843,2787,1879251,1503,2859
"2012-07-21 00:00:00",327,647,1861,3298,2206,2519445,1135,1939
"2012-07-22 00:00:00",430,1129,1989,3675,2737,2771125,1534,1637
"2012-07-23 00:00:00",491,1122,2405,4473,3496,1929223,1599,2304
"2012-07-24 00:00:00",536,998,2481,4417,3630,1928726,1789,2645
"2012-07-25 00:00:00",495,1049,2476,4481,3840,2544917,1674,5767
"2012-07-26 00:00:00",426,983,2205,4169,3136,2558646,1465,5687
"2012-07-27 00:00:00",360,937,1944,3670,2843,2285402,1442,4523
"2012-07-28 00:00:00",357,776,1723,3287,2258,3330992,1220,4020
"2012-07-29 00:00:00",375,960,2021,3563,2654,3971306,1336,3143
"2012-07-30 00:00:00",482,1136,2383,4350,3324,1358592,1563,4174
"2012-07-31 00:00:00",629,1074,2366,4140,3977,2708447,1620,4847
"2012-08-01 00:00:00",563,999,2578,4252,3599,2017693,1494,4873
"2012-08-02 00:00:00",547,968,2090,4053,3230,5684972,1467,5995
"2012-08-03 00:00:00",440,913,1866,3694,2652,62020,1242,5340
"2012-08-04 00:00:00",366,736,1660,3254,2316,16638917,1060,4441
"2012-08-05 00:00:00",359,760,1883,3388,2648,2817210,1228,3030
"2012-08-06 00:00:00",460,968,2057,3641,3219,1675062,1340,3458
"2012-08-07 00:00:00",417,1051,2297,4256,3243,2364534,1383,4484
"2012-08-08 00:00:00",492,964,2259,4286,3209,1597806,1335,4394
"2012-08-09 00:00:00",463,1040,2317,3951,3253,1956702,1431,4302
"2012-08-10 00:00:00",340,861,1962,3820,2849,1492463,1289,6550
"2012-08-11 00:00:00",297,678,1740,3239,2187,3393475,1069,6359
"2012-08-12 00:00:00",319,758,2037,3552,2500,3549276,1186,4974
"2012-08-13 00:00:00",403,965,2400,4488,3313,2065801,1361,5908
"2012-08-14 00:00:00",361,935,2412,4323,3453,2561031,1363,7024
"2012-08-15 00:00:00",436,979,2344,4414,3416,1693494,1436,15644
"2012-08-16 00:00:00",430,930,2016,4232,3040,2908450,1292,24956
"2012-08-17 00:00:00",380,956,2145,5340,2969,3239117,1514,23416
"2012-08-18 00:00:00",304,688,1701,3513,2222,2792102,1009,15850
"2012-08-19 00:00:00",382,865,1792,3505,2354,2826190,1274,13060
"2012-08-20 00:00:00",371,975,2388,4287,3262,2256787,1381,13369
"2012-08-21 00:00:00",422,1034,2584,4419,3507,3675495,1525,11160
"2012-08-22 00:00:00",412,1077,2637,4902,3703,1602096,1564,27978
"2012-08-23 00:00:00",394,1069,2500,4572,3566,1978322,1564,30615
"2012-08-24 00:00:00",375,925,2195,4055,3074,3320162,1391,19052
"2012-08-25 00:00:00",341,693,1929,3521,2240,3757489,1055,11763
"2012-08-26 00:00:00",507,765,2155,3614,2688,2582865,1370,8595
"2012-08-27 00:00:00",581,998,2784,4621,3912,3077621,1647,10343
"2012-08-28 00:00:00",543,1220,2717,4685,3852,2614077,1627,10286
"2012-08-29 00:00:00",464,1218,3002,4553,3923,2137234,1698,13660
"2012-08-30 00:00:00",451,1117,2682,4153,3830,3037543,1761,17160
"2012-08-31 00:00:00",385,975,2364,3908,3100,3256082,1446,11205
"2012-09-01 00:00:00",334,777,2219,3356,2634,2010515,1289,9722
"2012-09-02 00:00:00",359,832,2328,3764,2935,2074159,1406,7991
"2012-09-03 00:00:00",471,990,2764,4673,3702,2241552,1587,8257
"2012-09-04 00:00:00",536,1121,3182,4797,4216,1023044,1794,10684
"2012-09-05 00:00:00",560,1358,3232,4356,4470,2342073,2270,11156
"2012-09-06 00:00:00",534,1226,3123,4387,4161,4515860,2180,15558
"2012-09-07 00:00:00",408,1083,2842,4478,3448,3008565,1694,11376
"2012-09-08 00:00:00",383,783,2497,3705,2789,3675271,1316,8685
"2012-09-09 00:00:00",412,937,2702,4240,3545,2532246,1632,6565
"2012-09-10 00:00:00",557,1233,3535,5067,4810,3455682,2068,9362
"2012-09-11 00:00:00",590,1239,3641,5206,5098,2670348,2121,8102
"2012-09-12 00:00:00",550,1180,3643,5234,5067,1296006,2098,8797
"2012-09-13 00:00:00",525,1267,3659,4671,4765,2625229,2172,9286
"2012-09-14 00:00:00",480,1056,3245,4322,3855,2637966,1742,6623
"2012-09-15 00:00:00",325,688,2878,3599,2984,2876433,1233,4237
"2012-09-16 00:00:00",443,1013,3346,4113,3742,3547821,1541,4800
"2012-09-17 00:00:00",539,1102,4150,5225,5272,3225376,2160,6783
"2012-09-18 00:00:00",636,1261,4183,5249,5308,2362132,2034,6300
"2012-09-19 00:00:00",617,1285,4101,4827,5368,2756242,1943,5262
"2012-09-20 00:00:00",557,1144,4231,4855,5074,617677,1992,5393
"2012-09-21 00:00:00",479,1088,3788,4321,4324,2300702,1733,4983
"2012-09-22 00:00:00",420,836,3275,3713,3218,2668978,1270,3564
"2012-09-23 00:00:00",481,909,3598,4025,3808,1354141,1459,3180
"2012-09-24 00:00:00",842,1333,4995,5718,5717,1617673,2327,4604
"2012-09-25 00:00:00",707,1202,4898,5474,6063,2412096,2266,4694
"2012-09-26 00:00:00",680,1152,4796,5361,5873,3831650,2265,4707
"2012-09-27 00:00:00",591,1144,4358,5124,5419,2102134,2191,4511
"2012-09-28 00:00:00",512,1079,3826,4461,4913,4009284,1796,3809
"2012-09-29 00:00:00",370,789,3382,3663,3711,2373938,1325,2740
"2012-09-30 00:00:00",432,955,3764,4218,4566,3112931,1629,2255
"2012-10-01 00:00:00",620,1261,4589,5318,5852,1612838,2085,2917
"2012-10-02 00:00:00",602,1334,4606,5353,5694,2350529,2249,3441
